id,ad_creation_time,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,ad_delivery_start_time,ad_snapshot_url,bylines,currency,languages,page_id,page_name,publisher_platforms,estimated_audience_size_lower,estimated_audience_size_upper,impressions_lower,impressions_upper,spend_lower,spend_upper,ad_delivery_stop_time,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Ústí nad Labem Region,Vysočina Region,Zlín Region
3290546804492736,2022-08-29,"Výjezd na jižní Moravu byl velice vydařený. Posbírali jsme přes 400 podpisů, ale hlavně, s mnohými z vás jsem se mohl potkat osobně. Skvělou atmosféru je cítit i z videa. Už brzy se na vás budu těšit postupně ve všech našich krajích.","","",Výjezd na jižní Moravu,2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=3290546804492736&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,6000,6999,100,199,2022-08-31,,,0.247,0.021,,,,,,0.669,0.06,,,,,,0.003,0,,,,0.161,0.085,0.04,0.06,,,0.079,0.091,0.179,0.087,,0.14,0.077,
476185907688544,2022-08-29,"Výjezd na jižní Moravu byl velice vydařený. Posbírali jsme přes 400 podpisů, ale hlavně, s mnohými z vás jsem se mohl potkat osobně. Skvělou atmosféru je cítit i z videa. Už brzy se na vás budu těšit postupně ve všech našich krajích.","","",Výjezd na jižní Moravu,2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=476185907688544&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,4000,4999,0,99,2022-08-31,,,,0.207,0.168,0.088,0.053,,,,0.239,0.144,0.05,0.047,,,,0.003,0.001,0,0.001,0.166,0.078,0.055,0.073,,,0.071,0.085,0.176,0.086,,0.143,0.066,
1178502496061478,2022-08-29,"Ohlédněme se ještě jednou za výšlapem na Lysou horu a pokračujme dál! 

Už zítra ráno se vydáme na Projížďka Lednicko-valtickým areálem s generálem Pavlem, kterou zakončíme ve Valticích na náměstí Svobody u petičního stánku. 

Večer se uvidíme na debatě v Hustopečích, kde se mě můžete zeptat na cokoliv, co vás zajímá. Debata s generálem Pavlem v Hustopečích, moderuje Václav Marhoul

Vezměte kola, koloběžky a připojte se k nám, vyrážíme!","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=1178502496061478&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,4000,4999,0,99,2022-08-31,,,0.252,0.028,,,,,,0.649,0.068,,,,,,0.002,,,,,0.172,0.085,0.04,0.064,,,0.087,0.078,0.194,0.091,,0.112,0.079,
557203879429354,2022-08-29,"Ohlédněme se ještě jednou za výšlapem na Lysou horu a pokračujme dál! 

Už zítra ráno se vydáme na Projížďka Lednicko-valtickým areálem s generálem Pavlem, kterou zakončíme ve Valticích na náměstí Svobody u petičního stánku. 

Večer se uvidíme na debatě v Hustopečích, kde se mě můžete zeptat na cokoliv, co vás zajímá. Debata s generálem Pavlem v Hustopečích, moderuje Václav Marhoul

Vezměte kola, koloběžky a připojte se k nám, vyrážíme!","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=557203879429354&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",100001,500000,2000,2999,0,99,2022-08-31,,,0.304,0.038,,,,,,0.593,0.062,,,,,,0.003,,,,,,,,,0.291,0.173,,,,,0.361,,,0.176
785581799312366,2022-08-29,"Ohlédněme se ještě jednou za výšlapem na Lysou horu a pokračujme dál! 

Už zítra ráno se vydáme na Projížďka Lednicko-valtickým areálem s generálem Pavlem, kterou zakončíme ve Valticích na náměstí Svobody u petičního stánku. 

Večer se uvidíme na debatě v Hustopečích, kde se mě můžete zeptat na cokoliv, co vás zajímá. Debata s generálem Pavlem v Hustopečích, moderuje Václav Marhoul

Vezměte kola, koloběžky a připojte se k nám, vyrážíme!","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=785581799312366&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",500001,1000000,4000,4999,0,99,2022-08-31,,,,0.148,0.139,0.089,0.069,,,,0.25,0.168,0.062,0.071,,,,0.002,0,,0.001,,,,,0.317,0.193,,,,,0.343,,,0.147
2003890526470093,2022-08-29,"Ohlédněme se ještě jednou za výšlapem na Lysou horu a pokračujme dál! 

Už zítra ráno se vydáme na Projížďka Lednicko-valtickým areálem s generálem Pavlem, kterou zakončíme ve Valticích na náměstí Svobody u petičního stánku. 

Večer se uvidíme na debatě v Hustopečích, kde se mě můžete zeptat na cokoliv, co vás zajímá. Debata s generálem Pavlem v Hustopečích, moderuje Václav Marhoul

Vezměte kola, koloběžky a připojte se k nám, vyrážíme!","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=2003890526470093&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,9000,9999,100,199,2022-08-31,,,,0.142,0.131,0.076,0.053,,,,0.27,0.194,0.076,0.054,,,,0.002,0.001,,0.001,0.17,0.085,0.053,0.067,,,0.07,0.081,0.175,0.083,,0.149,0.067,
397759405815588,2022-08-29,"Děkuji všem, kteří jste se dnes během naší projížďky Lednicko-valtickým areálem zastavili. Ať už jste přišli připojit svůj podpis, poslechnout si debatu, zeptat se nebo jen pozdravit a vyfotit se, bylo příjemné se s vámi potkat. Co lidi spojí víc než příjemná společnost a degustace moravského vína :)","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=397759405815588&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,25000,29999,500,599,2022-08-31,0.001,,0.481,0.025,,,,0.001,,0.453,0.033,,,,0,,0.006,0,,,,0.157,0.079,0.043,0.06,,,0.074,0.079,0.237,0.085,,0.117,0.069,
641065110535613,2022-08-29,"Děkuji všem, kteří jste se dnes během naší projížďky Lednicko-valtickým areálem zastavili. Ať už jste přišli připojit svůj podpis, poslechnout si debatu, zeptat se nebo jen pozdravit a vyfotit se, bylo příjemné se s vámi potkat. Co lidi spojí víc než příjemná společnost a degustace moravského vína :)","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=641065110535613&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",500001,1000000,4000,4999,0,99,2022-08-31,0.004,,,0.259,0.158,0.074,0.082,0.002,,,0.206,0.103,0.04,0.063,0,,,0.004,0.002,0,0.002,,,,,0.323,0.176,,,,,0.358,,,0.142
487899469385012,2022-08-29,"Děkuji všem, kteří jste se dnes během naší projížďky Lednicko-valtickým areálem zastavili. Ať už jste přišli připojit svůj podpis, poslechnout si debatu, zeptat se nebo jen pozdravit a vyfotit se, bylo příjemné se s vámi potkat. Co lidi spojí víc než příjemná společnost a degustace moravského vína :)","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=487899469385012&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,15000,19999,300,399,2022-08-31,0.002,,,0.235,0.152,0.066,0.058,0.001,,,0.249,0.136,0.043,0.052,0,,,0.004,0.001,0,0.001,0.164,0.08,0.048,0.063,,,0.068,0.076,0.209,0.088,,0.14,0.065,
1326753761462122,2022-08-29,"Děkuji všem, kteří jste se dnes během naší projížďky Lednicko-valtickým areálem zastavili. Ať už jste přišli připojit svůj podpis, poslechnout si debatu, zeptat se nebo jen pozdravit a vyfotit se, bylo příjemné se s vámi potkat. Co lidi spojí víc než příjemná společnost a degustace moravského vína :)","","","",2022-08-29,https://www.facebook.com/ads/archive/render_ad/?id=1326753761462122&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",100001,500000,10000,14999,200,299,2022-08-31,0.001,,0.476,0.023,,,,0.001,,0.464,0.031,,,,,,0.004,0,,,,,,,,0.317,0.176,,,,,0.337,,,0.17
1416280482214388,2022-08-27,"Urputníci - tak jsem jim říkal v armádě. Lidé, kteří udělají cokoliv, aby dosáhli svého cíle - ať už formou přehnané sebeprezentace nebo snahou odstranit z cesty někoho, kdo překáží jejich cílům. S rostoucím počtem průzkumů naznačujících, že by Česká republika mohla po letech dostat jiný styl vedení, přibývá i počet urputníků - lidí šířících o mně lži a manipulace. Mnoho lidí se mě ptá, jakou mám v boji s nimi strategii. Jednoduše takovou, jakou jsem se řídil celý život - mluvit pravdu a vysvětlovat těm, kteří chtějí poslouchat argumenty a přemýšlet o nich. Zde jsou některé z manipulací, které urputníci používají v posledních dnech nejčastěji:

❌ Urputníci mě přirovnávají k agentovi StB ❌

Od promoce v roce 1983 do roku 1988 jsem byl výsadkář a mým úkolem byl především hloubkový průzkum. Ten spadal pod Zpravodajskou správu Generálního štábu, stejně jako všechny druhy průzkumu a zpravodajství, od technického, přes vojenskou diplomacii až po agenturní (zakrytý). Dnes jsou tyto funkce rozděleny. Generální štáb má Sekci zpravodajského zabezpečení, která se zabývá průzkumem a zpravodajstvím bezprostředně nutným pro činnost armády. Ostatní druhy zpravodajství důležité pro obranu státu jsou soustředěny ve Vojenském zpravodajství, které není součástí armády, ale je přímo podřízeno ministrovi obrany a je jednou ze tří českých tajných služeb. 

Zpravodajskou správu Generálního štábu urputníci cíleně zaměňují s Vojenskou kontrarozvědkou (VKR), která byla pod StB. Ani s VKR ani s StB jsem neměl nic společného. Pro úplné vysvětlení dodávám, že StB měla 3 hlavní správy: zahraniční rozvědka (s obsahem podobným agenturní části vojenského zpravodajství), vnitřní rozvědka (která špehovala a často také perzekvovala vlastní obyvatelstvo) a vojenská kontrarozvědka.

Je úplně nesmyslné srovnávat to, co jsem dělal jako voják výsadkář, s činností lidí, kteří byli agenty StB a špehovali vlastní obyvatelstvo.

Všechny dokumenty z Archivu bezpečnostních složek jsem o sobě zveřejnil na webu. Včetně informací o mém postgraduálním studiu, o kterém někteří moji kritici mluví jako o přípravě na práci “komunistického špiona”. Zmiňují speciální kurz D-2, ve kterém bylo všem účastníkům přiděleno krycí jméno. Tato informace je pravdivá a je součástí mnou zveřejněných dokumentů, ale není na ni nic senzačního. Zpravodajský kurz připravoval specialisty různého zaměření pro vojenské zpravodajství. Jen někteří z absolventů se mohli stát součástí zakryté části zpravodajství, tedy zahraniční rozvědky (lidově špiony). Kurz byl samozřejmě tajný a protože na začátku nebylo jasné, kdo bude pokračovat v jakém zaměření, krycí jméno bylo pro potřeby kurzu přiděleno všem. Náplní prvního roku studia (88-89) na Vojenské akademii byl intenzivní jazykový kurz (v mém případě francouzština). Zbylé dva roky studia už proběhly podle výrazně upravených plánů. Po absolvování jsem nastoupil ke Zpravodajské správě Generálního štábu na odbor vojenské diplomacie. Sám jsem později ve funkci vojenského diplomata pracoval v zemích Beneluxu.

Nikdy jsem nepracoval pod žádným krytím (jako špion), nikdy jsem nepoužíval krycí jméno a nikdy jsem nepracoval proti vlastním občanům. I v případě, že bych byl vybrán jako jeden z mála absolventů pro zakrytou část, obsahem mé práce by nikdy nebylo sbírat informace o vlastních občanech.

❌ Urputníci zpochybňují moje prověrky ❌

Zpochybňují moje bezpečnostní prověrky, protože je vydal “jen” český úřad. Samozřejmě, že mi jako komukoliv, kdo pracoval pro NATO, vydával prověrku národní bezpečnostní úřad (NBÚ). Je ale naivní si myslet, že velmoci by se při sdílení nejtajnějších informací spoléhaly jen na stanovisko českého úřadu a samy by si mě pořádně neprověřily. Můj bezpečnostní certifikát NATO navíc obsahuje kromě slov “Top Secret”, tedy Přísně tajné, také rozšíření na “Cosmic” a “Atomal”. Na ty už národní úřad nemá oprávnění. (oprava: NBÚ má oprávnění, postupuje podle standardů NATO) 

Myslíte si, že to, co urputníci “odhalili” v dokumentech z Archivu bezpečnostních složek, které jsem sám zveřejnil, neprověřili Američani, Britové, Francouzi nebo Němci, než mě zvolili do čela vojenského výboru NATO s přístupem k nejtajnějším vojenským plánům Aliance? Kdyby bylo v mé historii cokoliv problematického, nikdy by mě státy Aliance nezvolily do čela jejího nejvyššího vojenského orgánu. 

Jsem připravený ustát všechny snahy zdiskreditovat mě, protože jen tak dosáhneme změny poměrů ve vedení naší země.","","","",2022-08-28,https://www.facebook.com/ads/archive/render_ad/?id=1416280482214388&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,2000,2999,0,99,2022-08-31,,,,0.15,0.15,0.079,0.057,,,,0.248,0.177,0.071,0.062,,,,0.003,0,0,0.001,0.174,0.091,0.046,0.074,,,0.078,0.087,0.159,0.08,,0.137,0.075,
632084474879620,2022-08-27,"Urputníci - tak jsem jim říkal v armádě. Lidé, kteří udělají cokoliv, aby dosáhli svého cíle - ať už formou přehnané sebeprezentace nebo snahou odstranit z cesty někoho, kdo překáží jejich cílům. S rostoucím počtem průzkumů naznačujících, že by Česká republika mohla po letech dostat jiný styl vedení, přibývá i počet urputníků - lidí šířících o mně lži a manipulace. Mnoho lidí se mě ptá, jakou mám v boji s nimi strategii. Jednoduše takovou, jakou jsem se řídil celý život - mluvit pravdu a vysvětlovat těm, kteří chtějí poslouchat argumenty a přemýšlet o nich. Zde jsou některé z manipulací, které urputníci používají v posledních dnech nejčastěji:

❌ Urputníci mě přirovnávají k agentovi StB ❌

Od promoce v roce 1983 do roku 1988 jsem byl výsadkář a mým úkolem byl především hloubkový průzkum. Ten spadal pod Zpravodajskou správu Generálního štábu, stejně jako všechny druhy průzkumu a zpravodajství, od technického, přes vojenskou diplomacii až po agenturní (zakrytý). Dnes jsou tyto funkce rozděleny. Generální štáb má Sekci zpravodajského zabezpečení, která se zabývá průzkumem a zpravodajstvím bezprostředně nutným pro činnost armády. Ostatní druhy zpravodajství důležité pro obranu státu jsou soustředěny ve Vojenském zpravodajství, které není součástí armády, ale je přímo podřízeno ministrovi obrany a je jednou ze tří českých tajných služeb. 

Zpravodajskou správu Generálního štábu urputníci cíleně zaměňují s Vojenskou kontrarozvědkou (VKR), která byla pod StB. Ani s VKR ani s StB jsem neměl nic společného. Pro úplné vysvětlení dodávám, že StB měla 3 hlavní správy: zahraniční rozvědka (s obsahem podobným agenturní části vojenského zpravodajství), vnitřní rozvědka (která špehovala a často také perzekvovala vlastní obyvatelstvo) a vojenská kontrarozvědka.

Je úplně nesmyslné srovnávat to, co jsem dělal jako voják výsadkář, s činností lidí, kteří byli agenty StB a špehovali vlastní obyvatelstvo.

Všechny dokumenty z Archivu bezpečnostních složek jsem o sobě zveřejnil na webu. Včetně informací o mém postgraduálním studiu, o kterém někteří moji kritici mluví jako o přípravě na práci “komunistického špiona”. Zmiňují speciální kurz D-2, ve kterém bylo všem účastníkům přiděleno krycí jméno. Tato informace je pravdivá a je součástí mnou zveřejněných dokumentů, ale není na ni nic senzačního. Zpravodajský kurz připravoval specialisty různého zaměření pro vojenské zpravodajství. Jen někteří z absolventů se mohli stát součástí zakryté části zpravodajství, tedy zahraniční rozvědky (lidově špiony). Kurz byl samozřejmě tajný a protože na začátku nebylo jasné, kdo bude pokračovat v jakém zaměření, krycí jméno bylo pro potřeby kurzu přiděleno všem. Náplní prvního roku studia (88-89) na Vojenské akademii byl intenzivní jazykový kurz (v mém případě francouzština). Zbylé dva roky studia už proběhly podle výrazně upravených plánů. Po absolvování jsem nastoupil ke Zpravodajské správě Generálního štábu na odbor vojenské diplomacie. Sám jsem později ve funkci vojenského diplomata pracoval v zemích Beneluxu.

Nikdy jsem nepracoval pod žádným krytím (jako špion), nikdy jsem nepoužíval krycí jméno a nikdy jsem nepracoval proti vlastním občanům. I v případě, že bych byl vybrán jako jeden z mála absolventů pro zakrytou část, obsahem mé práce by nikdy nebylo sbírat informace o vlastních občanech.

❌ Urputníci zpochybňují moje prověrky ❌

Zpochybňují moje bezpečnostní prověrky, protože je vydal “jen” český úřad. Samozřejmě, že mi jako komukoliv, kdo pracoval pro NATO, vydával prověrku národní bezpečnostní úřad (NBÚ). Je ale naivní si myslet, že velmoci by se při sdílení nejtajnějších informací spoléhaly jen na stanovisko českého úřadu a samy by si mě pořádně neprověřily. Můj bezpečnostní certifikát NATO navíc obsahuje kromě slov “Top Secret”, tedy Přísně tajné, také rozšíření na “Cosmic” a “Atomal”. Na ty už národní úřad nemá oprávnění. (oprava: NBÚ má oprávnění, postupuje podle standardů NATO) 

Myslíte si, že to, co urputníci “odhalili” v dokumentech z Archivu bezpečnostních složek, které jsem sám zveřejnil, neprověřili Američani, Britové, Francouzi nebo Němci, než mě zvolili do čela vojenského výboru NATO s přístupem k nejtajnějším vojenským plánům Aliance? Kdyby bylo v mé historii cokoliv problematického, nikdy by mě státy Aliance nezvolily do čela jejího nejvyššího vojenského orgánu. 

Jsem připravený ustát všechny snahy zdiskreditovat mě, protože jen tak dosáhneme změny poměrů ve vedení naší země.","","","",2022-08-28,https://www.facebook.com/ads/archive/render_ad/?id=632084474879620&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",100001,500000,0,999,0,99,2022-08-31,,,0.268,0.034,,,,,,0.626,0.069,,,,,,0.001,0.001,,,,,,,,0.301,0.183,,,,,0.342,,,0.175
638798810815111,2022-08-26,"Tak je to venku. Chci dál sloužit své zemi, a proto v úterý 6. září oficiálně oznámím svou kandidaturu na prezidenta České republiky. 

V projevu 6. 9., který budu vysílat i na svém FB, budu mluvit o tom, s čím do toho jdu a proč do toho jdu. Děkuji za vaši dosavadní podporu a těším se, že budeme mít možnost se společně potkat ve všech krajích.","","",Oficiální oznámení prezidentské kandidatury u Honzy Dědka,2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=638798810815111&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,20000,24999,400,499,2022-08-31,0,,0.331,0.044,,,,,,0.555,0.067,,,,,,0.002,0,,,,0.16,0.078,0.04,0.06,,,0.08,0.082,0.208,0.091,,0.126,0.075,
1090325374913557,2022-08-26,"Tak je to venku. Chci dál sloužit své zemi, a proto v úterý 6. září oficiálně oznámím svou kandidaturu na prezidenta České republiky. 

V projevu 6. 9., který budu vysílat i na svém FB, budu mluvit o tom, s čím do toho jdu a proč do toho jdu. Děkuji za vaši dosavadní podporu a těším se, že budeme mít možnost se společně potkat ve všech krajích.","","",Oficiální oznámení prezidentské kandidatury u Honzy Dědka,2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=1090325374913557&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",500001,1000000,15000,19999,300,399,2022-08-31,,,,0.243,0.195,0.095,0.059,,,,0.198,0.123,0.044,0.039,,,,0.002,0.001,0,0.001,,,,,0.326,0.175,,,,,0.342,,,0.157
309569954702395,2022-08-26,"Tak je to venku. Chci dál sloužit své zemi, a proto v úterý 6. září oficiálně oznámím svou kandidaturu na prezidenta České republiky. 

V projevu 6. 9., který budu vysílat i na svém FB, budu mluvit o tom, s čím do toho jdu a proč do toho jdu. Děkuji za vaši dosavadní podporu a těším se, že budeme mít možnost se společně potkat ve všech krajích.","","",Oficiální oznámení prezidentské kandidatury u Honzy Dědka,2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=309569954702395&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",100001,500000,10000,14999,300,399,2022-08-31,,,0.351,0.043,,,,,,0.548,0.055,,,,,,0.003,0.001,,,,,,,,0.305,0.172,,,,,0.355,,,0.168
451846586879002,2022-08-26,"Tak je to venku. Chci dál sloužit své zemi, a proto v úterý 6. září oficiálně oznámím svou kandidaturu na prezidenta České republiky. 

V projevu 6. 9., který budu vysílat i na svém FB, budu mluvit o tom, s čím do toho jdu a proč do toho jdu. Děkuji za vaši dosavadní podporu a těším se, že budeme mít možnost se společně potkat ve všech krajích.","","",Oficiální oznámení prezidentské kandidatury u Honzy Dědka,2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=451846586879002&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,20000,24999,400,499,2022-08-31,,,,0.199,0.164,0.09,0.055,,,,0.236,0.158,0.052,0.043,,,,0.002,0.001,0,0.001,0.17,0.084,0.052,0.073,,,0.069,0.082,0.171,0.086,,0.146,0.068,
571106791406877,2022-08-26,"Chci zůstat nezávislý na politicích, a proto se spoléhám jen na podpisy občanů. Podpisy díky vám všem přibývají každý den, ale stále jich není dost. Mnoho lidí si arch stáhlo z webu a stejně jako pan Svěrák sbírají podpisy i ve svém okolí. Chci vás všechny poprosit, abyste archy, které máte doma, zaslali do konce týdne na adresu uvedenou na arších. Díky tomu budeme lépe vědět, kolik podpisů nám ještě chybí. Díky všem za pomoc. Pokud chcete připojit svůj podpis, více informací zde: www.generalpavel.cz/sber-podpisu","","","",2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=571106791406877&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",100001,500000,8000,8999,200,299,2022-08-31,,,0.399,0.038,,,,,,0.517,0.043,,,,0,,0.004,0,,,,,,,,0.329,0.179,,,,,0.332,,,0.16
749973239641821,2022-08-26,"Chci zůstat nezávislý na politicích, a proto se spoléhám jen na podpisy občanů. Podpisy díky vám všem přibývají každý den, ale stále jich není dost. Mnoho lidí si arch stáhlo z webu a stejně jako pan Svěrák sbírají podpisy i ve svém okolí. Chci vás všechny poprosit, abyste archy, které máte doma, zaslali do konce týdne na adresu uvedenou na arších. Díky tomu budeme lépe vědět, kolik podpisů nám ještě chybí. Díky všem za pomoc. Pokud chcete připojit svůj podpis, více informací zde: www.generalpavel.cz/sber-podpisu","","","",2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=749973239641821&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",500001,1000000,8000,8999,100,199,2022-08-31,,,,0.242,0.186,0.1,0.068,,,,0.194,0.118,0.044,0.044,,,,0.003,0.001,0,0.001,,,,,0.333,0.188,,,,,0.323,,,0.155
782321876414720,2022-08-26,"Chci zůstat nezávislý na politicích, a proto se spoléhám jen na podpisy občanů. Podpisy díky vám všem přibývají každý den, ale stále jich není dost. Mnoho lidí si arch stáhlo z webu a stejně jako pan Svěrák sbírají podpisy i ve svém okolí. Chci vás všechny poprosit, abyste archy, které máte doma, zaslali do konce týdne na adresu uvedenou na arších. Díky tomu budeme lépe vědět, kolik podpisů nám ještě chybí. Díky všem za pomoc. Pokud chcete připojit svůj podpis, více informací zde: www.generalpavel.cz/sber-podpisu","","","",2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=782321876414720&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,10000,14999,300,399,2022-08-31,,,0.478,0.046,,,,,,0.434,0.039,,,,,,0.002,0,,,,0.157,0.09,0.044,0.062,,,0.08,0.09,0.164,0.089,,0.15,0.074,
817666646258188,2022-08-26,"Chci zůstat nezávislý na politicích, a proto se spoléhám jen na podpisy občanů. Podpisy díky vám všem přibývají každý den, ale stále jich není dost. Mnoho lidí si arch stáhlo z webu a stejně jako pan Svěrák sbírají podpisy i ve svém okolí. Chci vás všechny poprosit, abyste archy, které máte doma, zaslali do konce týdne na adresu uvedenou na arších. Díky tomu budeme lépe vědět, kolik podpisů nám ještě chybí. Díky všem za pomoc. Pokud chcete připojit svůj podpis, více informací zde: www.generalpavel.cz/sber-podpisu","","","",2022-08-26,https://www.facebook.com/ads/archive/render_ad/?id=817666646258188&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,5000,5999,100,199,2022-08-31,,,,0.171,0.152,0.101,0.056,,,,0.246,0.159,0.06,0.05,,,,0.002,0.001,0,0.001,0.182,0.08,0.049,0.069,,,0.07,0.085,0.158,0.086,,0.15,0.071,
